org,ada,type,issue_date,subject,doc_url
99221940,66ΖΡ46907Κ-6ΝΓ,Β.3,2024-07-30,Έγκριση απολογισμού έτους 2023.,https://diavgeia.gov.gr/doc/66ΖΡ46907Κ-6ΝΓ
99221940,6Ζ1Ξ46907Κ-ΕΕ3,Β.3,2024-07-29,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 6ος 2024,https://diavgeia.gov.gr/doc/6Ζ1Ξ46907Κ-ΕΕ3
99221940,6Ω4Υ46907Κ-9Χ1,Β.3,2024-06-18,Ισολογισμός έτους 2023,https://diavgeia.gov.gr/doc/6Ω4Υ46907Κ-9Χ1
99221940,6ΗΨΖ46907Κ-ΑΗ2,Β.3,2024-06-18,Έγκριση ισολογισμού έτους 2023.,https://diavgeia.gov.gr/doc/6ΗΨΖ46907Κ-ΑΗ2
99221940,ΨΨΑΦ46907Κ-Π7Ω,Β.3,2024-06-14,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 5ος 2024,https://diavgeia.gov.gr/doc/ΨΨΑΦ46907Κ-Π7Ω
99221940,ΨΘ3Ν46907Κ-ΜΘ6,Β.3,2025-03-24,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 2ος 2025.,https://diavgeia.gov.gr/doc/ΨΘ3Ν46907Κ-ΜΘ6
99221940,608246907Κ-ΜΛ2,Β.3,2025-02-17,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 1ος 2025,https://diavgeia.gov.gr/doc/608246907Κ-ΜΛ2
99221940,Ψ5ΚΝ46907Κ-0Γ7,Β.3,2025-01-17,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 12ος 2024,https://diavgeia.gov.gr/doc/Ψ5ΚΝ46907Κ-0Γ7
99221940,ΨΙΩΚ46907Κ-0ΒΔ,2.4.7.1,2024-12-18,Συγκρότηση επιτροπής ισολογισμού και απογραφής τέλους 2024.,https://diavgeia.gov.gr/doc/ΨΙΩΚ46907Κ-0ΒΔ
99221940,ΨΖΘΩ46907Κ-8ΙΤ,Β.3,2024-12-16,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 11ος 2024,https://diavgeia.gov.gr/doc/ΨΖΘΩ46907Κ-8ΙΤ
99221940,ΨΨΙΤ46907Κ-24Κ,2.4.7.1,2024-11-27,ΠΡΑΞΗ ΑΝΑΠΛΗΡΩΤΗ ΔΙΟΙΚΗΤΗ ΕΓΚΡΙΣΗΣ ΔΙΚΑΩΜΑΤΟΣ ΠΡΟΑΙΡΕΣΗΣ ΣΥΜΒΑΣΗ ΜΕ ΟΡΚΩΤΟΥΣ ΕΛΕΓΚΕΣ ΓΙΑ ΤΗΝ ΥΠΟΓΡΑΦΗ ΑΠΟΓΡΑΦΩΝ ΤΕΛΗ ΕΤΟΥΣ ΚΑΙ ΙΣΟΛΟΓΙΣΜΟΥ 2024,https://diavgeia.gov.gr/doc/ΨΨΙΤ46907Κ-24Κ
99221940,9ΥΥΚ46907Κ-ΣΝΩ,Β.3,2024-11-13,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 10ος 2024,https://diavgeia.gov.gr/doc/9ΥΥΚ46907Κ-ΣΝΩ
99221940,991Σ46907Κ-ΟΟΧ,Β.3,2025-08-18,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 7ος 2025,https://diavgeia.gov.gr/doc/991Σ46907Κ-ΟΟΧ
99221940,ΨΦ7Ψ46907Κ-Ν1Ω,Β.3,2025-07-22,Μακέτα ισολογισμού χρήσης 2024.,https://diavgeia.gov.gr/doc/ΨΦ7Ψ46907Κ-Ν1Ω
99221940,Ψ2ΧΦ46907Κ-6ΣΑ,Β.3,2025-07-16,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 6ος 2025,https://diavgeia.gov.gr/doc/Ψ2ΧΦ46907Κ-6ΣΑ
99221940,ΨΖΩΔ46907Κ-8Λ8,Β.3,2025-06-25,Έγκριση απολογισμού 2024.,https://diavgeia.gov.gr/doc/ΨΖΩΔ46907Κ-8Λ8
99221940,6ΞΦΗ46907Κ-ΚΤΕ,Β.3,2025-06-17,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 5ος 2025,https://diavgeia.gov.gr/doc/6ΞΦΗ46907Κ-ΚΤΕ
99221940,61Θ246907Κ-5Ψ7,Β.3,2025-05-13,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 4ος 2025,https://diavgeia.gov.gr/doc/61Θ246907Κ-5Ψ7
99221940,9ΗΟΩ46907Κ-02Γ,Β.3,2025-04-10,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 3ος 2025,https://diavgeia.gov.gr/doc/9ΗΟΩ46907Κ-02Γ
99221940,ΨΙΨΧ46907Κ-04Λ,Β.1.3,2026-01-23,ΥΠΗΡΕΣΙΕΣ ΕΛΕΓΧΟΥ ΚΑΙ ΥΠΟΓΡΑΦΗΣ ΙΣΟΛΟΓΙΣΜΟΥ (3661/2025),https://diavgeia.gov.gr/doc/ΨΙΨΧ46907Κ-04Λ
99221940,Ρ9ΓΘ46907Κ-Θ9Β,Β.3,2026-01-22,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 12ος 2025.,https://diavgeia.gov.gr/doc/Ρ9ΓΘ46907Κ-Θ9Β
99221940,9Ν5046907Κ-Δ5Ζ,Γ.2,2025-12-24,Πράξη Διοικητή για τη συγκρότηση επιτροπής παραλαβής ισολογισμού έτους και ελέγχου απογραφής έτους. ,https://diavgeia.gov.gr/doc/9Ν5046907Κ-Δ5Ζ
99221940,Ψ69046907Κ-Ι45,Β.1.3,2025-11-27,ΥΠΗΡΕΣΙΕΣ ΕΛΕΓΧΟΥ ΚΑΙ ΥΠΟΓΡΑΦΗΣ ΙΣΟΛΟΓΙΣΜΟΥ,https://diavgeia.gov.gr/doc/Ψ69046907Κ-Ι45
99221940,65ΓΖ46907Κ-520,Β.3,2025-11-12,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 10ος 2025,https://diavgeia.gov.gr/doc/65ΓΖ46907Κ-520
99221940,955046907Κ-1ΦΒ,Β.3,2025-10-15,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 9ος 2025,https://diavgeia.gov.gr/doc/955046907Κ-1ΦΒ
99221940,6ΑΨΤ46907Κ-9Κ5,Β.3,2025-09-15,ΣΤΟΙΧΕΙΑ ΕΚΤΕΛΕΣΗΣ ΠΡΟΥΠΟΛΟΓΙΣΜΟΥ 8ος 2025,https://diavgeia.gov.gr/doc/6ΑΨΤ46907Κ-9Κ5
99221940,926Χ46907Κ-ΞΨΨ,Β.3,2026-08-13,Έγκριση απολογισμού έτους 2025 (ΓΝΡ). ,https://diavgeia.gov.gr/doc/926Χ46907Κ-ΞΨΨ
99221940,ΡΘ3Λ46907Κ-6Ω5,Β.3,2026-08-10,Τελική έγκριση ισολογισμού έτους 2025.,https://diavgeia.gov.gr/doc/ΡΘ3Λ46907Κ-6Ω5
99221940,92Θ146907Κ-ΙΥΟ,Β.3,2026-08-10,Μακέτα ισολογισμού έτους 2025.,https://diavgeia.gov.gr/doc/92Θ146907Κ-ΙΥΟ
99221940,9Δ5Μ46907Κ-ΦΡΗ,Β.3,2026-07-06,Πράξη Διοικητή για την έγκριση των οικονομικών καταστάσεων έτους 2025 (Ισολογισμός) και αποστολή στους ορκωτούς λογιστές. ,https://diavgeia.gov.gr/doc/9Δ5Μ46907Κ-ΦΡΗ
