org,stratum,ada,api_amount,supplier,issue_date,doc_url
99221923,Λαμία (known-clean),ΨΖΤ74690ΒΜ-Χ5Ζ,659.35,BIOMERIEUX ΕΛΛΑΣ Α.Ε.,2026-02-10,https://diavgeia.gov.gr/doc/%CE%A8%CE%96%CE%A474690%CE%92%CE%9C-%CE%A75%CE%96
99221923,Λαμία (known-clean),ΨΖΔΨ4690ΒΜ-ΘΤ3,36238.27,COMPUTER TEAM A.E.B.E.,2024-04-23,https://diavgeia.gov.gr/doc/%CE%A8%CE%96%CE%94%CE%A84690%CE%92%CE%9C-%CE%98%CE%A43
99221923,Λαμία (known-clean),6Π7Φ4690ΒΜ-Π3Ρ,413.4,GREEN ONE MON IKE,2022-06-23,https://diavgeia.gov.gr/doc/6%CE%A07%CE%A64690%CE%92%CE%9C-%CE%A03%CE%A1
99221923,Λαμία (known-clean),ΨΖΟ34690ΒΜ-ΙΦΗ,17.2,ΓΕΩΡΓΙΟΣ ΚΥΤΕΑΣ & ΣΙΑ Ο.Ε.,2022-04-19,https://diavgeia.gov.gr/doc/%CE%A8%CE%96%CE%9F34690%CE%92%CE%9C-%CE%99%CE%A6%CE%97
99221923,Λαμία (known-clean),ΩΝΥΝ4690ΒΜ-Δ8Β,3999.0,MEDIVIBE M.A.E.,2022-04-12,https://diavgeia.gov.gr/doc/%CE%A9%CE%9D%CE%A5%CE%9D4690%CE%92%CE%9C-%CE%948%CE%92
99221923,Λαμία (known-clean),9ΑΓΓ4690ΒΜ-ΘΙΠ,886.49,ΕΛΛΗΝΙΚΑ ΤΑΧΥΔΡΟΜΕΙΑ Α.Ε.,2025-12-18,https://diavgeia.gov.gr/doc/9%CE%91%CE%93%CE%934690%CE%92%CE%9C-%CE%98%CE%99%CE%A0
99221923,Λαμία (known-clean),Ψ8ΣΥ4690ΒΜ-ΝΔΥ,920.13,MILONAS HEALTH Α.Ε.,2024-03-04,https://diavgeia.gov.gr/doc/%CE%A88%CE%A3%CE%A54690%CE%92%CE%9C-%CE%9D%CE%94%CE%A5
99221923,Λαμία (known-clean),ΨΧ5Β4690ΒΜ-ΧΕΑ,558.0,ISMART P.C.,2023-11-08,https://diavgeia.gov.gr/doc/%CE%A8%CE%A75%CE%924690%CE%92%CE%9C-%CE%A7%CE%95%CE%91
99221923,Λαμία (known-clean),63ΛΘ4690ΒΜ-ΔΜ8,1227.6,EDWARDS LIFESCIENCES HELLAS Ε.Π.Ε.,2024-03-28,https://diavgeia.gov.gr/doc/63%CE%9B%CE%984690%CE%92%CE%9C-%CE%94%CE%9C8
99221923,Λαμία (known-clean),62974690ΒΜ-Α2Β,12439.36,ΜΠΑΞΤΕΡ ΕΛΛΑΣ ΕΠΕ,2024-04-17,https://diavgeia.gov.gr/doc/62974690%CE%92%CE%9C-%CE%912%CE%92
99221923,Λαμία (known-clean),9ΗΚΣ4690ΒΜ-634,846.37,ΙΑΤΡΙΚΑ ΠΕΝΥ Ε.Π.Ε.,2024-11-04,https://diavgeia.gov.gr/doc/9%CE%97%CE%9A%CE%A34690%CE%92%CE%9C-634
99221923,Λαμία (known-clean),99ΖΚ4690ΒΜ-ΙΩΩ,111.6,MEDIA-ΕΠΙΚΟΙΝΩΝΙΑ Α.Ε.,2026-06-25,https://diavgeia.gov.gr/doc/99%CE%96%CE%9A4690%CE%92%CE%9C-%CE%99%CE%A9%CE%A9
99221923,Λαμία (known-clean),Ψ6Ψ04690ΒΜ-ΗΛΝ,235.6,ΙΑΤΡΙΚΑ ΠΕΝΥ Ε.Π.Ε.,2021-09-08,https://diavgeia.gov.gr/doc/%CE%A86%CE%A804690%CE%92%CE%9C-%CE%97%CE%9B%CE%9D
99221923,Λαμία (known-clean),6ΥΙΣ4690ΒΜ-66Θ,8266.75,ICON DYNAMICS ΙΑΤΡΙΚΑ ΜΗΧΑΝΗΜΑΤΑ Ι.Κ.Ε,2025-12-12,https://diavgeia.gov.gr/doc/6%CE%A5%CE%99%CE%A34690%CE%92%CE%9C-66%CE%98
99221923,Λαμία (known-clean),6Ι9Θ4690ΒΜ-Ι2Φ,5414.83,ΑΦΟΙ ΖΥΡΙΧΙΔΗ Ο.Ε.,2025-12-18,https://diavgeia.gov.gr/doc/6%CE%999%CE%984690%CE%92%CE%9C-%CE%992%CE%A6
99221923,Λαμία (known-clean),ΡΥ4Ε4690ΒΜ-ΘΨΕ,361.6,TELEFLEX MEDICAL ΕΛΛΑΣ Α.Ε.Ε.,2025-12-21,https://diavgeia.gov.gr/doc/%CE%A1%CE%A54%CE%954690%CE%92%CE%9C-%CE%98%CE%A8%CE%95
99221923,Λαμία (known-clean),ΨΗΥΓ4690ΒΜ-2ΝΥ,14799.4,ELINCO Α.Ε.,2022-03-21,https://diavgeia.gov.gr/doc/%CE%A8%CE%97%CE%A5%CE%934690%CE%92%CE%9C-2%CE%9D%CE%A5
99221923,Λαμία (known-clean),6Δ0Ο4690ΒΜ-ΑΤΑ,3348.0,L&B ΝΤΑΓΙΑΝΤΑΣ - ΜΑΝΩΛΙΟΣ ΙΑΤΡΙΚΑ ΕΙΔΗ Ι,2021-08-19,https://diavgeia.gov.gr/doc/6%CE%940%CE%9F4690%CE%92%CE%9C-%CE%91%CE%A4%CE%91
99221923,Λαμία (known-clean),ΨΘΧΡ4690ΒΜ-ΣΙ2,1679.0,ΠΑΣΧΑΛΗΣ Ν. ΚΩΝΣΤΑΝΤΙΝΟΣ,2024-04-29,https://diavgeia.gov.gr/doc/%CE%A8%CE%98%CE%A7%CE%A14690%CE%92%CE%9C-%CE%A3%CE%992
99221923,Λαμία (known-clean),ΨΜΝΙ4690ΒΜ-ΦΡ7,1000.0,ΠΩΠΟΤΟΝΑΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,2026-06-25,https://diavgeia.gov.gr/doc/%CE%A8%CE%9C%CE%9D%CE%994690%CE%92%CE%9C-%CE%A6%CE%A17
99221923,Λαμία (known-clean),63ΛΜ4690ΒΜ-ΥΤΩ,6271.5,Γ. ΠΥΡΡΟΣ & ΣΙΑ Ο.Ε.,2023-04-04,https://diavgeia.gov.gr/doc/63%CE%9B%CE%9C4690%CE%92%CE%9C-%CE%A5%CE%A4%CE%A9
99221923,Λαμία (known-clean),ΨΙΗΓ4690ΒΜ-ΤΗ5,372.0,Fartex ΤΕΧΝΙΚΗ ΕΞΟΠΛΙΣΜΩΝ,2026-02-17,https://diavgeia.gov.gr/doc/%CE%A8%CE%99%CE%97%CE%934690%CE%92%CE%9C-%CE%A4%CE%975
99221923,Λαμία (known-clean),6ΜΛ74690ΒΜ-8ΚΧ,3977.6,IMPLANTCAST HELLAS A.E,2022-03-11,https://diavgeia.gov.gr/doc/6%CE%9C%CE%9B74690%CE%92%CE%9C-8%CE%9A%CE%A7
99221923,Λαμία (known-clean),ΩΤΘΡ4690ΒΜ-759,43632.92,ΦΑΡΜΑΣΕΡΒ -ΛΙΛΛΥ Α.Ε.Β.Ε.,2022-11-28,https://diavgeia.gov.gr/doc/%CE%A9%CE%A4%CE%98%CE%A14690%CE%92%CE%9C-759
99221923,Λαμία (known-clean),Ω3ΠΗ4690ΒΜ-ΠΔ5,466.4,ΠΕΤΡΟΣ ΧΑΡ. ΚΟΣΜΙΔΗΣ & ΣΙΑ Ε.Ε.,2022-06-21,https://diavgeia.gov.gr/doc/%CE%A93%CE%A0%CE%974690%CE%92%CE%9C-%CE%A0%CE%945
99221923,Λαμία (known-clean),ΨΦΞΧ4690ΒΜ-Δ63,874.2,KLINIKUM PLUS ΜΟΝΟΠΡΟΣΩΠΗ Ι.Κ.Ε.,2022-06-23,https://diavgeia.gov.gr/doc/%CE%A8%CE%A6%CE%9E%CE%A74690%CE%92%CE%9C-%CE%9463
99221923,Λαμία (known-clean),66ΛΟ4690ΒΜ-ΝΝΕ,70.0,ΙΒΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ ΠΛΥΝΤΗΡΙΟ ΑΥΤΟΚΙΝΗΤΩΝ,2024-12-24,https://diavgeia.gov.gr/doc/66%CE%9B%CE%9F4690%CE%92%CE%9C-%CE%9D%CE%9D%CE%95
99221923,Λαμία (known-clean),6ΥΨΛ4690ΒΜ-ΝΩΦ,176.28,ΙΝΕΞ ΙΑΤΡΙΚΑ Α.Ε,2024-02-16,https://diavgeia.gov.gr/doc/6%CE%A5%CE%A8%CE%9B4690%CE%92%CE%9C-%CE%9D%CE%A9%CE%A6
99221923,Λαμία (known-clean),ΨΓΗΡ4690ΒΜ-7Β5,3472.0,PAUL HARTMANN HELLAS Α.Ε.,2022-09-16,https://diavgeia.gov.gr/doc/%CE%A8%CE%93%CE%97%CE%A14690%CE%92%CE%9C-7%CE%925
99221923,Λαμία (known-clean),9Ο7Ξ4690ΒΜ-0ΝΙ,93.0,BIOMERIEUX ΕΛΛΑΣ Α.Ε.,2024-03-26,https://diavgeia.gov.gr/doc/9%CE%9F7%CE%9E4690%CE%92%CE%9C-0%CE%9D%CE%99
99221923,Λαμία (known-clean),ΩΧ604690ΒΜ-ΜΨ0,4525.76,Y- LOGIMED Α.Ε,2022-06-16,https://diavgeia.gov.gr/doc/%CE%A9%CE%A7604690%CE%92%CE%9C-%CE%9C%CE%A80
99221923,Λαμία (known-clean),6ΔΕΙ4690ΒΜ-Ο3Λ,78.12,BBD ΝΙΚ. ΛΑΪΝΙΩΤΗΣ AEBE,2023-07-25,https://diavgeia.gov.gr/doc/6%CE%94%CE%95%CE%994690%CE%92%CE%9C-%CE%9F3%CE%9B
99221923,Λαμία (known-clean),6ΥΜΕ4690ΒΜ-ΤΚΟ,116.05,ΑΝΑΓΝΩΣΤΟΥ ΧΡΙΣΤΟΔΟΥΛΟΣ & ΣΙΑ Ε.Ε. (INEL,2024-11-07,https://diavgeia.gov.gr/doc/6%CE%A5%CE%9C%CE%954690%CE%92%CE%9C-%CE%A4%CE%9A%CE%9F
99221923,Λαμία (known-clean),ΨΙ7Μ4690ΒΜ-ΛΚΒ,4930.08,UCB A.E.,2022-11-28,https://diavgeia.gov.gr/doc/%CE%A8%CE%997%CE%9C4690%CE%92%CE%9C-%CE%9B%CE%9A%CE%92
99221923,Λαμία (known-clean),ΨΚ564690ΒΜ-ΥΩ8,591.98,ΑΝΤΙ-ΣΕΛ  ΑΦΟΙ Α.ΣΕΛΙΔΗ Α.Ε.,2022-05-19,https://diavgeia.gov.gr/doc/%CE%A8%CE%9A564690%CE%92%CE%9C-%CE%A5%CE%A98
